date,library_name,avg_temperature,avg_humidity,avg_ph,avg_mold_spore
2025-10-07,故宫博物院,21.51,41.02,7.1,126.17
2025-10-07,北京大学图书馆,21.91,46.46,6.79,142.19
2025-10-07,中国科学院图书馆,22.48,42.55,7.02,127.49
2025-10-08,本馆,21.69,43.82,6.82,186.88
2025-10-08,国家图书馆,22.57,39.45,7.15,127.94
2025-10-08,上海图书馆,24.61,47.54,6.75,205.18
2025-10-08,南京图书馆,24.06,49.17,6.89,150.55
2025-10-08,浙江图书馆,23.63,51.0,6.69,193.32
2025-10-08,故宫博物院,22.44,44.36,6.91,74.89
2025-10-08,北京大学图书馆,22.68,44.92,6.75,180.57
2025-10-08,中国科学院图书馆,22.73,43.12,6.76,90.53
2025-10-09,本馆,22.78,38.6,6.9,145.26
2025-10-09,国家图书馆,24.65,48.92,6.88,116.81
2025-10-09,上海图书馆,24.35,53.11,6.54,126.41
2025-10-09,南京图书馆,22.56,47.75,6.85,192.09
2025-10-09,浙江图书馆,23.09,43.05,6.69,175.15
2025-10-09,故宫博物院,19.94,40.44,7.08,96.34
2025-10-09,北京大学图书馆,22.39,43.52,6.76,99.56
2025-10-09,中国科学院图书馆,21.78,44.56,6.93,135.04
2025-10-10,本馆,21.72,44.46,6.58,155.35
2025-10-10,国家图书馆,23.16,37.58,6.84,129.87
2025-10-10,上海图书馆,24.52,46.66,6.63,120.93
2025-10-10,南京图书馆,23.1,52.13,6.83,159.33
2025-10-10,浙江图书馆,24.27,49.97,6.52,224.7
2025-10-10,故宫博物院,21.7,40.05,6.9,139.11
2025-10-10,北京大学图书馆,23.25,42.34,6.9,125.07
2025-10-10,中国科学院图书馆,21.69,40.72,6.72,144.15
2025-10-11,本馆,21.01,41.31,6.59,147.42
2025-10-11,国家图书馆,21.86,41.02,6.8,84.83
2025-10-11,上海图书馆,23.85,46.35,6.73,153.44
2025-10-11,南京图书馆,23.12,49.91,6.86,147.63
2025-10-11,浙江图书馆,24.18,49.28,6.6,190.23
2025-10-11,故宫博物院,21.35,40.64,6.9,69.52
2025-10-11,北京大学图书馆,21.57,39.2,6.68,144.78
2025-10-11,中国科学院图书馆,21.56,44.54,6.9,70.94
2025-10-12,本馆,22.96,47.43,6.7,162.61
2025-10-12,国家图书馆,21.26,42.29,6.77,66.21
2025-10-12,上海图书馆,23.13,47.63,6.66,144.48
2025-10-12,南京图书馆,22.62,46.81,6.8,165.48
2025-10-12,浙江图书馆,23.4,53.52,6.48,214.63
2025-10-12,故宫博物院,22.39,41.44,6.98,84.15
2025-10-12,北京大学图书馆,23.47,39.73,6.7,128.07
2025-10-12,中国科学院图书馆,23.23,44.14,6.8,120.69
2025-10-13,本馆,21.91,42.87,6.9,108.85
2025-10-13,国家图书馆,23.19,44.48,7.01,106.11
2025-10-13,上海图书馆,23.28,43.7,6.65,194.81
2025-10-13,南京图书馆,23.94,42.68,6.76,155.46
2025-10-13,浙江图书馆,22.78,51.77,6.53,194.14
2025-10-13,故宫博物院,21.04,37.63,7.0,93.53
2025-10-13,北京大学图书馆,22.3,41.81,6.83,189.61
2025-10-13,中国科学院图书馆,22.31,45.99,6.76,134.73
2025-10-14,本馆,21.48,40.57,6.73,185.76
2025-10-14,国家图书馆,22.62,42.73,6.75,114.11
2025-10-14,上海图书馆,23.6,48.53,6.52,153.29
2025-10-14,南京图书馆,22.81,47.61,6.58,155.14
2025-10-14,浙江图书馆,23.97,52.55,6.67,217.48
2025-10-14,故宫博物院,20.72,34.28,6.96,130.05
2025-10-14,北京大学图书馆,23.67,46.13,6.84,151.39
2025-10-14,中国科学院图书馆,21.71,42.61,7.07,101.72
2025-10-15,本馆,23.61,44.03,6.93,107.8
2025-10-15,国家图书馆,22.28,39.79,6.76,126.56
2025-10-15,上海图书馆,24.12,45.47,6.55,177.24
2025-10-15,南京图书馆,22.75,47.64,6.89,158.22
2025-10-15,浙江图书馆,25.3,50.67,6.57,151.65
2025-10-15,故宫博物院,21.11,38.99,7.1,113.87
2025-10-15,北京大学图书馆,21.57,44.52,6.87,185.84
2025-10-15,中国科学院图书馆,22.83,45.28,6.91,141.65
2025-10-16,本馆,23.27,41.0,6.77,126.82
2025-10-16,国家图书馆,22.07,45.69,6.84,48.29
2025-10-16,上海图书馆,22.94,50.74,6.75,192.85
2025-10-16,南京图书馆,22.55,42.16,6.85,134.97
2025-10-16,浙江图书馆,25.52,51.71,6.54,181.66
2025-10-16,故宫博物院,21.2,39.28,7.11,105.59
2025-10-16,北京大学图书馆,21.89,49.67,6.8,163.07
2025-10-16,中国科学院图书馆,21.59,44.09,6.93,73.31
2025-10-17,本馆,23.84,48.87,6.76,116.93
2025-10-17,国家图书馆,22.0,42.26,6.94,125.75
2025-10-17,上海图书馆,23.63,52.34,6.76,148.51
2025-10-17,南京图书馆,23.82,50.92,7.12,126.3
2025-10-17,浙江图书馆,23.92,43.75,6.66,183.55
2025-10-17,故宫博物院,22.77,37.68,6.83,85.86
2025-10-17,北京大学图书馆,20.85,46.25,6.59,140.85
2025-10-17,中国科学院图书馆,20.36,42.04,7.06,140.82
2025-10-18,本馆,21.49,44.91,6.8,164.18
2025-10-18,国家图书馆,20.59,43.78,6.63,101.1
2025-10-18,上海图书馆,22.79,49.9,6.7,137.83
2025-10-18,南京图书馆,21.89,46.6,6.79,142.63
2025-10-18,浙江图书馆,23.29,52.09,6.55,197.36
2025-10-18,故宫博物院,22.92,35.73,6.81,123.51
2025-10-18,北京大学图书馆,21.84,43.05,6.72,132.21
2025-10-18,中国科学院图书馆,23.26,45.41,6.99,87.51
2025-10-19,本馆,21.21,36.48,6.72,178.7
2025-10-19,国家图书馆,22.05,41.34,6.9,99.33
2025-10-19,上海图书馆,23.3,50.3,6.54,188.99
2025-10-19,南京图书馆,23.38,44.75,6.87,244.44
2025-10-19,浙江图书馆,23.55,51.18,6.53,205.44
2025-10-19,故宫博物院,21.5,40.58,6.9,106.19
2025-10-19,北京大学图书馆,23.5,45.35,6.9,132.89
2025-10-19,中国科学院图书馆,22.53,43.84,6.8,139.56
2025-10-20,本馆,21.29,43.1,6.82,158.92
2025-10-20,国家图书馆,20.63,45.16,6.96,98.86
2025-10-20,上海图书馆,21.85,47.57,6.66,183.39
2025-10-20,南京图书馆,22.29,39.98,6.76,150.83
2025-10-20,浙江图书馆,24.09,47.91,6.77,142.65
2025-10-20,故宫博物院,22.13,39.33,7.09,102.39
2025-10-20,北京大学图书馆,23.19,42.84,6.69,182.62
2025-10-20,中国科学院图书馆,21.79,43.66,7.02,99.04
2025-10-21,本馆,22.51,43.23,6.79,152.17
2025-10-21,国家图书馆,20.33,39.66,7.04,146.59
2025-10-21,上海图书馆,22.98,48.73,6.67,220.7
2025-10-21,南京图书馆,22.37,46.7,6.91,136.68
2025-10-21,浙江图书馆,24.78,45.41,6.76,188.82
2025-10-21,故宫博物院,20.84,34.33,6.95,68.81
2025-10-21,北京大学图书馆,21.75,43.59,6.9,146.23
2025-10-21,中国科学院图书馆,22.08,39.71,6.81,183.96
2025-10-22,本馆,21.39,49.97,6.78,150.07
2025-10-22,国家图书馆,22.34,45.82,6.89,108.35
2025-10-22,上海图书馆,22.94,49.01,6.79,180.13
2025-10-22,南京图书馆,22.98,50.92,6.84,169.35
2025-10-22,浙江图书馆,22.27,42.11,6.64,197.16
2025-10-22,故宫博物院,20.57,40.73,6.99,133.83
2025-10-22,北京大学图书馆,22.25,41.76,6.9,133.49
2025-10-22,中国科学院图书馆,22.2,41.57,6.84,132.53
2025-10-23,本馆,21.94,46.44,6.77,94.91
2025-10-23,国家图书馆,21.08,44.38,6.87,112.61
2025-10-23,上海图书馆,23.72,45.86,6.55,175.18
2025-10-23,南京图书馆,22.04,43.1,6.78,174.75
2025-10-23,浙江图书馆,23.42,50.92,6.78,189.71
2025-10-23,故宫博物院,21.15,38.47,6.92,82.45
2025-10-23,北京大学图书馆,21.75,45.08,7.03,118.52
2025-10-23,中国科学院图书馆,21.39,42.81,6.94,137.91
2025-10-24,本馆,22.9,37.72,6.56,135.12
2025-10-24,国家图书馆,22.25,37.3,6.6,137.14
2025-10-24,上海图书馆,23.07,44.73,6.6,150.91
2025-10-24,南京图书馆,22.46,44.12,6.85,74.36
2025-10-24,浙江图书馆,22.69,46.62,6.57,183.86
2025-10-24,故宫博物院,21.51,34.42,7.0,116.75
2025-10-24,北京大学图书馆,23.56,42.55,6.83,85.88
2025-10-24,中国科学院图书馆,19.76,45.53,6.9,165.36
2025-10-25,本馆,20.72,46.56,6.99,162.59
2025-10-25,国家图书馆,21.54,42.03,6.74,160.67
2025-10-25,上海图书馆,22.33,49.51,6.54,144.62
2025-10-25,南京图书馆,23.47,44.96,6.95,157.65
2025-10-25,浙江图书馆,21.85,52.68,6.54,220.96
2025-10-25,故宫博物院,20.84,35.37,7.02,165.89
2025-10-25,北京大学图书馆,22.41,43.83,6.91,146.32
2025-10-25,中国科学院图书馆,21.79,39.73,6.92,161.06
2025-10-26,本馆,21.09,49.27,6.79,123.37
2025-10-26,国家图书馆,22.06,41.14,6.98,111.25
2025-10-26,上海图书馆,22.72,49.48,6.73,120.13
2025-10-26,南京图书馆,21.37,48.79,6.79,144.29
2025-10-26,浙江图书馆,22.18,46.76,6.4,196.96
2025-10-26,故宫博物院,20.28,37.1,6.99,110.92
2025-10-26,北京大学图书馆,23.64,39.46,6.92,169.19
2025-10-26,中国科学院图书馆,20.94,43.61,6.85,135.57
2025-10-27,本馆,22.91,46.82,6.85,137.09
2025-10-27,国家图书馆,20.02,41.37,7.02,74.18
2025-10-27,上海图书馆,21.86,48.38,6.6,156.22
2025-10-27,南京图书馆,21.87,41.9,6.7,181.1
2025-10-27,浙江图书馆,22.16,45.21,6.54,221.96
2025-10-27,故宫博物院,20.55,38.61,7.0,47.63
2025-10-27,北京大学图书馆,22.3,45.15,6.76,170.18
2025-10-27,中国科学院图书馆,20.6,46.38,6.92,119.9
2025-10-28,本馆,21.63,44.68,6.92,117.7
2025-10-28,国家图书馆,20.54,45.11,6.84,147.02
2025-10-28,上海图书馆,24.01,46.79,6.77,145.39
2025-10-28,南京图书馆,22.75,46.6,6.85,140.63
2025-10-28,浙江图书馆,21.82,51.51,6.39,190.48
2025-10-28,故宫博物院,21.4,40.58,7.19,130.75
2025-10-28,北京大学图书馆,21.32,44.08,6.8,92.53
2025-10-28,中国科学院图书馆,20.7,41.32,6.7,131.42
2025-10-29,本馆,21.39,39.98,6.84,171.48
2025-10-29,国家图书馆,21.27,41.03,6.96,140.41
2025-10-29,上海图书馆,22.83,45.53,6.73,215.86
2025-10-29,南京图书馆,21.61,52.29,6.75,160.97
2025-10-29,浙江图书馆,22.55,50.67,6.43,183.62
2025-10-29,故宫博物院,19.71,40.41,7.1,119.38
2025-10-29,北京大学图书馆,19.89,50.13,6.83,116.71
2025-10-29,中国科学院图书馆,21.51,43.53,6.83,135.94
2025-10-30,本馆,21.04,43.79,6.73,107.02
2025-10-30,国家图书馆,21.14,43.76,6.95,144.6
2025-10-30,上海图书馆,22.79,46.4,6.78,139.27
2025-10-30,南京图书馆,21.31,43.11,6.91,188.28
2025-10-30,浙江图书馆,23.42,53.22,6.51,210.46
2025-10-30,故宫博物院,20.43,42.54,6.99,88.45
2025-10-30,北京大学图书馆,22.16,46.63,6.73,138.17
2025-10-30,中国科学院图书馆,20.48,35.51,6.92,148.27
2025-10-31,本馆,21.68,39.15,6.76,83.45
2025-10-31,国家图书馆,22.06,38.74,7.03,148.38
2025-10-31,上海图书馆,21.75,44.6,6.74,154.67
2025-10-31,南京图书馆,22.05,44.55,6.62,93.09
2025-10-31,浙江图书馆,23.15,48.32,6.54,220.88
2025-10-31,故宫博物院,21.41,39.18,6.97,115.0
2025-10-31,北京大学图书馆,20.58,44.67,6.86,160.41
2025-10-31,中国科学院图书馆,19.72,40.72,6.81,133.0
2025-11-01,本馆,21.79,49.49,6.75,135.07
2025-11-01,国家图书馆,21.82,42.89,7.03,128.66
2025-11-01,上海图书馆,21.48,44.0,6.54,199.86
2025-11-01,南京图书馆,22.85,51.55,6.88,194.89
2025-11-01,浙江图书馆,22.44,46.53,6.69,212.53
2025-11-01,故宫博物院,20.49,41.16,7.03,138.51
2025-11-01,北京大学图书馆,22.64,45.63,6.88,155.42
2025-11-01,中国科学院图书馆,20.83,45.27,6.76,161.62
2025-11-02,本馆,20.38,45.86,6.72,166.6
2025-11-02,国家图书馆,20.81,37.22,6.94,102.66
2025-11-02,上海图书馆,23.05,48.0,6.74,151.27
2025-11-02,南京图书馆,21.37,44.62,6.89,210.32
2025-11-02,浙江图书馆,22.2,53.23,6.38,164.17
2025-11-02,故宫博物院,19.57,35.94,6.84,112.39
2025-11-02,北京大学图书馆,21.37,45.14,6.87,147.97
2025-11-02,中国科学院图书馆,21.67,42.79,6.78,161.73
2025-11-03,本馆,20.8,42.19,6.78,122.62
2025-11-03,国家图书馆,20.44,43.03,6.93,93.07
2025-11-03,上海图书馆,21.89,51.22,6.75,242.25
2025-11-03,南京图书馆,22.72,49.43,6.66,182.92
2025-11-03,浙江图书馆,22.73,48.35,6.62,228.36
2025-11-03,故宫博物院,20.68,37.36,7.07,80.87
2025-11-03,北京大学图书馆,21.65,43.09,6.78,162.99
2025-11-03,中国科学院图书馆,20.24,48.84,6.72,112.07
2025-11-04,本馆,21.51,46.75,6.79,148.28
2025-11-04,国家图书馆,21.04,41.31,7.04,145.18
2025-11-04,上海图书馆,22.91,45.1,6.69,170.99
2025-11-04,南京图书馆,20.91,47.08,6.75,179.66
2025-11-04,浙江图书馆,21.85,55.16,6.51,206.58
2025-11-04,故宫博物院,20.84,38.29,7.09,63.12
2025-11-04,北京大学图书馆,22.57,44.04,6.74,131.02
2025-11-04,中国科学院图书馆,21.66,41.25,6.83,123.35
2025-11-05,本馆,20.2,50.46,6.74,174.95
2025-11-05,国家图书馆,20.81,39.05,6.9,143.52
2025-11-05,上海图书馆,21.99,51.58,6.8,207.57
2025-11-05,南京图书馆,21.28,42.76,6.74,165.89
2025-11-05,浙江图书馆,23.08,43.49,6.6,204.74
2025-11-05,故宫博物院,19.92,43.87,7.04,139.31
2025-11-05,北京大学图书馆,21.17,46.81,6.96,179.35
2025-11-05,中国科学院图书馆,20.07,42.24,6.87,144.68
2025-11-06,本馆,21.63,42.48,6.81,89.4
2025-11-06,国家图书馆,21.73,40.46,6.91,110.71
2025-11-06,上海图书馆,22.99,39.49,6.7,176.83
2025-11-06,南京图书馆,21.21,51.18,6.71,183.15
2025-11-06,浙江图书馆,22.86,53.78,6.53,178.01
2025-11-06,故宫博物院,20.95,41.28,6.85,83.82
2025-11-06,北京大学图书馆,21.59,46.51,6.73,52.57
2025-11-06,中国科学院图书馆,21.3,39.34,6.7,45.03
2025-11-07,本馆,21.66,45.39,6.78,191.67
2025-11-07,国家图书馆,21.02,46.85,6.76,118.96
2025-11-07,上海图书馆,20.71,47.31,6.68,198.8
2025-11-07,南京图书馆,21.54,47.87,6.87,224.65
2025-11-07,浙江图书馆,22.26,47.18,6.62,175.93
2025-11-07,故宫博物院,21.19,39.15,6.94,85.86
2025-11-07,北京大学图书馆,21.78,43.53,6.74,189.96
2025-11-07,中国科学院图书馆,20.12,43.11,6.97,81.06
2025-11-08,本馆,21.32,41.83,6.88,121.12
2025-11-08,国家图书馆,20.99,45.32,6.99,127.54
2025-11-08,上海图书馆,21.75,46.27,6.85,159.02
2025-11-08,南京图书馆,20.61,48.0,6.72,131.5
2025-11-08,浙江图书馆,21.28,48.55,6.59,207.29
2025-11-08,故宫博物院,20.7,41.58,6.98,94.05
2025-11-08,北京大学图书馆,21.55,47.82,6.81,125.93
2025-11-08,中国科学院图书馆,19.94,38.66,6.97,147.34
2025-11-09,本馆,21.33,44.61,6.94,135.48
2025-11-09,国家图书馆,21.13,41.88,6.84,137.78
2025-11-09,上海图书馆,22.2,49.07,6.71,178.86
2025-11-09,南京图书馆,23.28,49.55,6.87,163.35
2025-11-09,浙江图书馆,23.17,51.55,6.6,190.89
2025-11-09,故宫博物院,19.8,30.49,7.02,85.35
2025-11-09,北京大学图书馆,22.34,44.06,6.68,138.5
2025-11-09,中国科学院图书馆,19.83,44.42,6.93,158.74
2025-11-10,本馆,20.17,45.1,6.66,171.04
2025-11-10,国家图书馆,20.71,43.49,6.9,132.44
2025-11-10,上海图书馆,23.08,47.14,6.71,147.42
2025-11-10,南京图书馆,20.6,46.29,6.91,152.31
2025-11-10,浙江图书馆,22.11,48.78,6.55,208.85
2025-11-10,故宫博物院,18.6,43.84,6.93,121.66
2025-11-10,北京大学图书馆,19.98,46.01,6.87,151.53
2025-11-10,中国科学院图书馆,19.8,43.75,6.78,122.42
2025-11-11,本馆,21.55,47.39,6.8,120.76
2025-11-11,国家图书馆,20.74,42.06,6.67,143.48
2025-11-11,上海图书馆,21.71,51.61,6.59,84.7
2025-11-11,南京图书馆,21.45,46.87,6.63,130.65
2025-11-11,浙江图书馆,24.43,49.08,6.67,180.48
2025-11-11,故宫博物院,18.05,39.49,6.97,88.0
2025-11-11,北京大学图书馆,20.83,44.79,6.78,102.08
2025-11-11,中国科学院图书馆,20.92,37.15,6.69,152.18
2025-11-12,本馆,21.06,44.83,6.66,128.76
2025-11-12,国家图书馆,19.94,37.21,6.83,139.57
2025-11-12,上海图书馆,22.8,46.74,6.78,122.58
2025-11-12,南京图书馆,21.68,43.59,6.83,152.57
2025-11-12,浙江图书馆,23.21,47.38,6.66,191.61
2025-11-12,故宫博物院,19.53,39.45,6.92,99.58
2025-11-12,北京大学图书馆,20.8,44.72,6.81,163.94
2025-11-12,中国科学院图书馆,21.19,39.85,6.99,94.41
2025-11-13,本馆,21.05,46.86,6.61,152.79
2025-11-13,国家图书馆,19.71,39.72,7.04,100.39
2025-11-13,上海图书馆,20.94,48.23,6.77,175.75
2025-11-13,南京图书馆,22.01,47.59,6.58,144.12
2025-11-13,浙江图书馆,21.63,51.44,6.34,276.47
2025-11-13,故宫博物院,20.01,40.45,7.12,170.31
2025-11-13,北京大学图书馆,21.48,46.85,6.81,135.75
2025-11-13,中国科学院图书馆,20.0,40.52,6.83,89.48
2025-11-14,本馆,20.45,39.95,6.82,148.91
2025-11-14,国家图书馆,20.12,40.43,7.21,160.8
2025-11-14,上海图书馆,20.51,48.7,6.64,149.57
2025-11-14,南京图书馆,19.93,47.3,6.73,189.03
2025-11-14,浙江图书馆,22.8,54.12,6.51,214.26
2025-11-14,故宫博物院,20.01,38.58,6.92,148.29
2025-11-14,北京大学图书馆,20.89,45.91,6.72,103.42
2025-11-14,中国科学院图书馆,19.85,42.63,6.79,129.7
2025-11-15,本馆,19.08,41.64,6.87,168.11
2025-11-15,国家图书馆,19.62,38.95,6.8,108.8
2025-11-15,上海图书馆,21.95,50.78,6.65,145.4
2025-11-15,南京图书馆,21.15,43.53,6.75,199.76
2025-11-15,浙江图书馆,22.59,50.47,6.47,206.34
2025-11-15,故宫博物院,20.28,38.87,7.14,138.78
2025-11-15,北京大学图书馆,21.96,44.92,6.86,182.43
2025-11-15,中国科学院图书馆,20.59,41.5,6.86,137.16
2025-11-16,本馆,19.32,44.57,6.91,84.26
2025-11-16,国家图书馆,21.08,45.37,6.85,136.3
2025-11-16,上海图书馆,21.36,51.69,6.8,138.0
2025-11-16,南京图书馆,21.33,45.38,6.81,138.15
2025-11-16,浙江图书馆,23.25,53.12,6.53,159.96
2025-11-16,故宫博物院,19.05,41.3,7.02,137.59
2025-11-16,北京大学图书馆,21.19,46.91,6.83,98.32
2025-11-16,中国科学院图书馆,20.0,46.18,6.89,145.09
2025-11-17,本馆,20.02,41.91,6.79,159.27
2025-11-17,国家图书馆,19.25,41.29,6.81,153.58
2025-11-17,上海图书馆,21.04,52.36,6.85,177.57
2025-11-17,南京图书馆,19.97,39.74,6.65,118.78
2025-11-17,浙江图书馆,22.88,50.35,6.64,133.39
2025-11-17,故宫博物院,18.32,42.66,7.03,95.58
2025-11-17,北京大学图书馆,20.93,48.91,6.78,142.08
2025-11-17,中国科学院图书馆,20.23,50.18,6.69,150.5
2025-11-18,本馆,20.11,46.7,6.73,148.53
2025-11-18,国家图书馆,20.27,51.34,6.98,94.56
2025-11-18,上海图书馆,20.86,46.64,6.52,170.1
2025-11-18,南京图书馆,21.29,42.18,6.9,174.63
2025-11-18,浙江图书馆,21.12,49.58,6.76,222.01
2025-11-18,故宫博物院,19.21,39.29,7.01,84.65
2025-11-18,北京大学图书馆,18.72,50.13,6.82,151.94
2025-11-18,中国科学院图书馆,19.96,40.79,6.88,82.02
2025-11-19,本馆,21.95,41.3,6.7,136.79
2025-11-19,国家图书馆,20.66,42.04,6.78,157.63
2025-11-19,上海图书馆,21.71,49.62,6.77,251.83
2025-11-19,南京图书馆,22.37,43.94,6.96,171.5
2025-11-19,浙江图书馆,22.02,44.92,6.58,175.62
2025-11-19,故宫博物院,19.79,43.21,6.79,99.34
2025-11-19,北京大学图书馆,21.22,43.44,6.87,150.53
2025-11-19,中国科学院图书馆,20.2,42.19,6.78,96.35
2025-11-20,本馆,20.61,45.06,6.79,137.28
2025-11-20,国家图书馆,19.3,45.14,6.87,79.77
2025-11-20,上海图书馆,21.64,47.39,6.7,228.23
2025-11-20,南京图书馆,20.53,46.87,6.68,153.41
2025-11-20,浙江图书馆,22.03,45.33,6.62,203.02
2025-11-20,故宫博物院,19.08,43.11,7.03,144.34
2025-11-20,北京大学图书馆,19.45,44.41,6.81,107.92
2025-11-20,中国科学院图书馆,20.61,49.97,6.9,145.15
2025-11-21,本馆,20.04,42.86,6.62,128.83
2025-11-21,国家图书馆,18.35,47.11,6.89,109.62
2025-11-21,上海图书馆,21.68,44.63,6.62,182.04
2025-11-21,南京图书馆,21.29,47.51,6.82,162.34
2025-11-21,浙江图书馆,21.79,50.6,6.5,201.38
2025-11-21,故宫博物院,18.11,40.24,6.95,176.18
2025-11-21,北京大学图书馆,20.14,39.79,6.79,155.58
2025-11-21,中国科学院图书馆,21.11,41.23,6.74,154.51
2025-11-22,本馆,18.78,43.69,6.77,147.91
2025-11-22,国家图书馆,19.94,39.95,6.87,119.57
2025-11-22,上海图书馆,21.01,48.29,6.74,205.32
2025-11-22,南京图书馆,20.7,47.36,6.64,161.51
2025-11-22,浙江图书馆,21.77,52.19,6.53,180.23
2025-11-22,故宫博物院,18.43,41.61,7.1,87.78
2025-11-22,北京大学图书馆,20.81,44.37,6.79,133.66
2025-11-22,中国科学院图书馆,20.29,43.98,7.13,104.43
2025-11-23,本馆,20.22,43.41,6.71,149.67
2025-11-23,国家图书馆,19.42,50.75,6.88,86.09
2025-11-23,上海图书馆,21.03,41.78,6.69,180.48
2025-11-23,南京图书馆,20.94,48.92,6.75,155.48
2025-11-23,浙江图书馆,20.7,46.62,6.63,161.79
2025-11-23,故宫博物院,18.48,37.01,7.05,154.04
2025-11-23,北京大学图书馆,18.97,38.44,6.79,140.47
2025-11-23,中国科学院图书馆,19.78,41.66,6.88,141.03
2025-11-24,本馆,20.56,39.13,6.76,156.41
2025-11-24,国家图书馆,18.49,47.19,6.84,118.76
2025-11-24,上海图书馆,21.17,46.23,6.52,167.14
2025-11-24,南京图书馆,21.05,44.99,6.72,187.77
2025-11-24,浙江图书馆,20.96,48.47,6.61,223.12
2025-11-24,故宫博物院,20.63,42.48,7.12,84.82
2025-11-24,北京大学图书馆,19.11,44.19,6.81,107.64
2025-11-24,中国科学院图书馆,19.39,44.2,6.94,145.13
2025-11-25,本馆,19.88,43.48,6.75,114.03
2025-11-25,国家图书馆,20.57,42.04,6.88,92.14
2025-11-25,上海图书馆,23.0,44.78,6.66,192.48
2025-11-25,南京图书馆,20.63,48.87,6.98,175.18
2025-11-25,浙江图书馆,20.3,49.23,6.63,262.05
2025-11-25,故宫博物院,17.53,43.61,7.02,125.13
2025-11-25,北京大学图书馆,19.77,41.47,6.88,159.63
2025-11-25,中国科学院图书馆,20.22,42.96,6.84,83.24
2025-11-26,本馆,20.22,46.27,6.7,133.84
2025-11-26,国家图书馆,18.69,37.55,6.82,85.99
2025-11-26,上海图书馆,20.24,45.78,6.54,240.68
2025-11-26,南京图书馆,21.07,43.66,6.83,172.52
2025-11-26,浙江图书馆,22.02,47.54,6.71,183.56
2025-11-26,故宫博物院,17.5,42.17,7.13,177.64
2025-11-26,北京大学图书馆,18.81,46.1,6.76,163.5
2025-11-26,中国科学院图书馆,18.19,39.21,6.82,132.37
2025-11-27,本馆,18.97,46.98,6.9,167.99
2025-11-27,国家图书馆,20.28,43.25,6.78,160.9
2025-11-27,上海图书馆,20.0,50.73,6.86,193.7
2025-11-27,南京图书馆,18.79,43.25,6.93,154.93
2025-11-27,浙江图书馆,21.05,52.28,6.67,208.36
2025-11-27,故宫博物院,18.32,39.06,7.09,116.61
2025-11-27,北京大学图书馆,19.48,47.25,6.79,114.45
2025-11-27,中国科学院图书馆,18.68,40.06,6.87,167.01
2025-11-28,本馆,18.76,45.57,6.73,142.19
2025-11-28,国家图书馆,17.69,41.34,6.88,136.21
2025-11-28,上海图书馆,20.58,44.4,6.81,186.31
2025-11-28,南京图书馆,20.06,45.97,6.75,166.53
2025-11-28,浙江图书馆,21.28,44.76,6.55,192.35
2025-11-28,故宫博物院,18.61,43.58,6.92,85.06
2025-11-28,北京大学图书馆,19.19,41.6,6.77,163.12
2025-11-28,中国科学院图书馆,18.36,44.28,6.73,113.16
2025-11-29,本馆,19.05,50.02,6.77,83.96
2025-11-29,国家图书馆,17.22,42.1,6.96,131.26
2025-11-29,上海图书馆,20.45,51.49,6.65,206.85
2025-11-29,南京图书馆,18.51,43.29,6.62,151.75
2025-11-29,浙江图书馆,20.78,50.34,6.61,172.17
2025-11-29,故宫博物院,18.17,35.51,7.14,90.89
2025-11-29,北京大学图书馆,19.13,48.77,6.68,106.23
2025-11-29,中国科学院图书馆,18.24,42.8,6.94,152.19
2025-11-30,本馆,21.29,38.25,6.86,133.29
2025-11-30,国家图书馆,18.27,40.14,6.81,170.54
2025-11-30,上海图书馆,20.91,48.07,6.84,134.62
2025-11-30,南京图书馆,18.67,39.47,6.73,164.85
2025-11-30,浙江图书馆,20.82,50.45,6.46,224.09
2025-11-30,故宫博物院,18.43,42.2,6.81,109.34
2025-11-30,北京大学图书馆,18.48,42.81,6.85,142.73
2025-11-30,中国科学院图书馆,18.35,43.02,6.75,164.51
2025-12-01,本馆,18.99,48.36,6.75,134.29
2025-12-01,国家图书馆,18.04,44.63,6.83,139.34
2025-12-01,上海图书馆,19.85,42.07,6.64,144.63
2025-12-01,南京图书馆,19.68,42.43,6.89,157.27
2025-12-01,浙江图书馆,20.51,51.97,6.7,199.4
2025-12-01,故宫博物院,17.53,34.68,6.93,81.48
2025-12-01,北京大学图书馆,19.44,42.96,6.87,121.61
2025-12-01,中国科学院图书馆,18.91,46.55,6.93,128.2
2025-12-02,本馆,18.59,43.1,6.71,133.77
2025-12-02,国家图书馆,19.17,41.33,6.77,173.05
2025-12-02,上海图书馆,20.32,43.78,6.66,183.33
2025-12-02,南京图书馆,20.93,42.68,6.9,201.98
2025-12-02,浙江图书馆,20.06,49.17,6.5,193.9
2025-12-02,故宫博物院,18.04,41.98,7.11,77.56
2025-12-02,北京大学图书馆,17.69,43.94,6.83,147.48
2025-12-02,中国科学院图书馆,18.61,43.37,7.05,141.45
2025-12-03,本馆,18.68,43.5,6.78,199.1
2025-12-03,国家图书馆,18.34,41.94,6.85,152.97
2025-12-03,上海图书馆,21.55,49.35,6.71,181.1
2025-12-03,南京图书馆,17.58,48.24,6.81,172.85
2025-12-03,浙江图书馆,19.91,48.85,6.56,230.65
2025-12-03,故宫博物院,17.68,46.25,7.04,61.73
2025-12-03,北京大学图书馆,19.08,42.04,6.58,187.98
2025-12-03,中国科学院图书馆,19.35,44.6,6.92,88.54
